53,293,CountingMap (2/4),225
42,296,CountingMap (1/4),225
111,307,CountingMap (4/4),223
28,298,CountingMap (3/4),225
91,297,CountingMap (2/4),227
106,308,CountingMap (1/4),227
112,295,CountingMap (4/4),225
90,310,CountingMap (3/4),227
106,296,CountingMap (1/4),229
148,299,CountingMap (4/4),227
54,313,CountingMap (2/4),229
191,298,CountingMap (3/4),229
43,304,CountingMap (1/4),231
59,301,CountingMap (2/4),231
60,315,CountingMap (4/4),229
28,306,CountingMap (3/4),231
92,305,CountingMap (2/4),233
104,316,CountingMap (1/4),233
111,303,CountingMap (4/4),231
87,318,CountingMap (3/4),233
107,304,CountingMap (1/4),235
149,307,CountingMap (4/4),233
52,321,CountingMap (2/4),235
191,306,CountingMap (3/4),235
54,309,CountingMap (2/4),237
44,312,CountingMap (1/4),237
108,323,CountingMap (4/4),235
29,314,CountingMap (3/4),237
92,313,CountingMap (2/4),239
103,324,CountingMap (1/4),239
111,311,CountingMap (4/4),237
88,326,CountingMap (3/4),239
106,312,CountingMap (1/4),241
150,315,CountingMap (4/4),239
51,329,CountingMap (2/4),241
191,314,CountingMap (3/4),241
55,317,CountingMap (2/4),243
44,320,CountingMap (1/4),243
109,331,CountingMap (4/4),241
26,322,CountingMap (3/4),243
92,321,CountingMap (2/4),245
103,332,CountingMap (1/4),245
111,319,CountingMap (4/4),243
88,334,CountingMap (3/4),245
103,320,CountingMap (1/4),247
92,323,CountingMap (4/4),245
52,337,CountingMap (2/4),247
188,322,CountingMap (3/4),247
52,325,CountingMap (2/4),249
42,328,CountingMap (1/4),249
109,339,CountingMap (4/4),247
27,330,CountingMap (3/4),249
91,329,CountingMap (2/4),251
102,340,CountingMap (1/4),251
108,327,CountingMap (4/4),249
89,342,CountingMap (3/4),251
102,328,CountingMap (1/4),253
148,331,CountingMap (4/4),251
54,345,CountingMap (2/4),253
190,330,CountingMap (3/4),253
52,333,CountingMap (2/4),255
41,336,CountingMap (1/4),255
109,347,CountingMap (4/4),253
28,338,CountingMap (3/4),255
91,337,CountingMap (2/4),257
102,348,CountingMap (1/4),257
109,335,CountingMap (4/4),255
89,350,CountingMap (3/4),257
103,336,CountingMap (1/4),259
149,339,CountingMap (4/4),257
53,353,CountingMap (2/4),259
190,338,CountingMap (3/4),259
49,341,CountingMap (2/4),261
42,344,CountingMap (1/4),261
55,355,CountingMap (4/4),259
28,346,CountingMap (3/4),261
95,345,CountingMap (2/4),263
106,356,CountingMap (1/4),263
110,343,CountingMap (4/4),261
88,358,CountingMap (3/4),263
105,344,CountingMap (1/4),265
149,347,CountingMap (4/4),263
52,361,CountingMap (2/4),265
189,346,CountingMap (3/4),265
52,349,CountingMap (2/4),267
44,352,CountingMap (1/4),267
109,363,CountingMap (4/4),265
27,354,CountingMap (3/4),267
91,353,CountingMap (2/4),269
105,364,CountingMap (1/4),269
110,351,CountingMap (4/4),267
89,366,CountingMap (3/4),269
106,352,CountingMap (1/4),271
149,355,CountingMap (4/4),269
52,369,CountingMap (2/4),271
189,354,CountingMap (3/4),271
52,357,CountingMap (2/4),273
45,360,CountingMap (1/4),273
110,371,CountingMap (4/4),271
28,362,CountingMap (3/4),273
92,361,CountingMap (2/4),275
106,372,CountingMap (1/4),275
110,359,CountingMap (4/4),273
90,360,CountingMap (1/4),277
91,374,CountingMap (3/4),275
83,363,CountingMap (4/4),275
53,377,CountingMap (2/4),277
190,362,CountingMap (3/4),277
52,365,CountingMap (2/4),279
44,368,CountingMap (1/4),279
111,379,CountingMap (4/4),277
22,370,CountingMap (3/4),279
92,369,CountingMap (2/4),281
106,380,CountingMap (1/4),281
92,367,CountingMap (4/4),279
81,382,CountingMap (3/4),281
86,368,CountingMap (1/4),283
144,371,CountingMap (4/4),281
42,385,CountingMap (2/4),283
172,370,CountingMap (3/4),283
34,373,CountingMap (2/4),285
38,376,CountingMap (1/4),285
102,387,CountingMap (4/4),283
23,378,CountingMap (3/4),285
86,377,CountingMap (2/4),287
96,388,CountingMap (1/4),287
93,375,CountingMap (4/4),285
82,390,CountingMap (3/4),287
87,376,CountingMap (1/4),289
145,379,CountingMap (4/4),287
44,393,CountingMap (2/4),289
170,378,CountingMap (3/4),289
21,384,CountingMap (1/4),291
21,381,CountingMap (2/4),291
33,395,CountingMap (4/4),289
23,386,CountingMap (3/4),291
85,385,CountingMap (2/4),293
95,396,CountingMap (1/4),293
93,383,CountingMap (4/4),291
81,398,CountingMap (3/4),293
86,384,CountingMap (1/4),295
145,387,CountingMap (4/4),293
43,401,CountingMap (2/4),295
172,386,CountingMap (3/4),295
33,389,CountingMap (2/4),297
39,392,CountingMap (1/4),297
103,403,CountingMap (4/4),295
86,393,CountingMap (2/4),299
97,404,CountingMap (1/4),299
93,391,CountingMap (4/4),297
124,394,CountingMap (3/4),297
81,406,CountingMap (3/4),299
88,392,CountingMap (1/4),301
146,395,CountingMap (4/4),299
44,409,CountingMap (2/4),301
171,394,CountingMap (3/4),301
34,397,CountingMap (2/4),303
39,400,CountingMap (1/4),303
103,411,CountingMap (4/4),301
85,401,CountingMap (2/4),305
97,412,CountingMap (1/4),305
93,399,CountingMap (4/4),303
19,404,CountingMap (1/4),307
122,402,CountingMap (3/4),303
80,414,CountingMap (3/4),305
72,403,CountingMap (4/4),305
44,417,CountingMap (2/4),307
174,402,CountingMap (3/4),307
34,405,CountingMap (2/4),309
38,408,CountingMap (1/4),309
104,419,CountingMap (4/4),307
25,410,CountingMap (3/4),309
86,409,CountingMap (2/4),311
97,420,CountingMap (1/4),311
94,407,CountingMap (4/4),309
84,422,CountingMap (3/4),311
87,408,CountingMap (1/4),313
147,411,CountingMap (4/4),311
44,425,CountingMap (2/4),313
173,410,CountingMap (3/4),313
34,413,CountingMap (2/4),315
39,416,CountingMap (1/4),315
106,427,CountingMap (4/4),313
86,417,CountingMap (2/4),317
98,428,CountingMap (1/4),317
96,415,CountingMap (4/4),315
125,418,CountingMap (3/4),315
83,430,CountingMap (3/4),317
87,416,CountingMap (1/4),319
148,419,CountingMap (4/4),317
44,433,CountingMap (2/4),319
163,418,CountingMap (3/4),319
19,424,CountingMap (1/4),321
19,421,CountingMap (2/4),321
30,435,CountingMap (4/4),319
87,425,CountingMap (2/4),323
97,436,CountingMap (1/4),323
96,423,CountingMap (4/4),321
125,426,CountingMap (3/4),321
83,438,CountingMap (3/4),323
87,424,CountingMap (1/4),325
149,427,CountingMap (4/4),323
44,441,CountingMap (2/4),325
175,426,CountingMap (3/4),325
34,429,CountingMap (2/4),327
39,432,CountingMap (1/4),327
106,443,CountingMap (4/4),325
87,433,CountingMap (2/4),329
97,444,CountingMap (1/4),329
97,431,CountingMap (4/4),327
124,434,CountingMap (3/4),327
84,446,CountingMap (3/4),329
88,432,CountingMap (1/4),331
149,435,CountingMap (4/4),329
45,449,CountingMap (2/4),331
174,434,CountingMap (3/4),331
35,437,CountingMap (2/4),333
38,440,CountingMap (1/4),333
107,451,CountingMap (4/4),331
86,441,CountingMap (2/4),335
97,452,CountingMap (1/4),335
97,439,CountingMap (4/4),333
59,440,CountingMap (1/4),337
118,442,CountingMap (3/4),333
76,454,CountingMap (3/4),335
71,443,CountingMap (4/4),335
45,457,CountingMap (2/4),337
173,442,CountingMap (3/4),337
35,445,CountingMap (2/4),339
39,448,CountingMap (1/4),339
107,459,CountingMap (4/4),337
87,449,CountingMap (2/4),341
97,460,CountingMap (1/4),341
98,447,CountingMap (4/4),339
124,450,CountingMap (3/4),339
81,462,CountingMap (3/4),341
87,448,CountingMap (1/4),343
150,451,CountingMap (4/4),341
45,465,CountingMap (2/4),343
172,450,CountingMap (3/4),343
35,453,CountingMap (2/4),345
38,456,CountingMap (1/4),345
109,467,CountingMap (4/4),343
87,457,CountingMap (2/4),347
98,468,CountingMap (1/4),347
98,455,CountingMap (4/4),345
124,458,CountingMap (3/4),345
82,470,CountingMap (3/4),347
87,456,CountingMap (1/4),349
151,459,CountingMap (4/4),347
46,473,CountingMap (2/4),349
160,458,CountingMap (3/4),349
21,475,CountingMap (4/4),349
12,464,CountingMap (1/4),351
33,461,CountingMap (2/4),351
87,465,CountingMap (2/4),353
97,476,CountingMap (1/4),353
100,463,CountingMap (4/4),351
122,466,CountingMap (3/4),351
81,478,CountingMap (3/4),353
84,464,CountingMap (1/4),355
154,467,CountingMap (4/4),353
47,481,CountingMap (2/4),355
169,466,CountingMap (3/4),355
34,469,CountingMap (2/4),357
38,472,CountingMap (1/4),357
113,483,CountingMap (4/4),355
87,473,CountingMap (2/4),359
97,484,CountingMap (1/4),359
101,471,CountingMap (4/4),357
122,474,CountingMap (3/4),357
82,486,CountingMap (3/4),359
84,472,CountingMap (1/4),361
154,475,CountingMap (4/4),359
46,489,CountingMap (2/4),361
169,474,CountingMap (3/4),361
34,477,CountingMap (2/4),363
38,480,CountingMap (1/4),363
114,491,CountingMap (4/4),361
87,481,CountingMap (2/4),365
98,492,CountingMap (1/4),365
104,479,CountingMap (4/4),363
57,483,CountingMap (4/4),365
107,482,CountingMap (3/4),363
67,494,CountingMap (3/4),365
38,484,CountingMap (1/4),367
47,497,CountingMap (2/4),367
170,482,CountingMap (3/4),367
38,488,CountingMap (1/4),369
118,499,CountingMap (4/4),367
135,485,CountingMap (2/4),369
88,489,CountingMap (2/4),371
98,500,CountingMap (1/4),371
105,487,CountingMap (4/4),369
121,490,CountingMap (3/4),369
82,502,CountingMap (3/4),371
85,488,CountingMap (1/4),373
158,491,CountingMap (4/4),371
46,505,CountingMap (2/4),373
169,490,CountingMap (3/4),373
37,496,CountingMap (1/4),375
118,507,CountingMap (4/4),373
134,493,CountingMap (2/4),375
87,497,CountingMap (2/4),377
98,508,CountingMap (1/4),377
105,495,CountingMap (4/4),375
121,498,CountingMap (3/4),375
81,510,CountingMap (3/4),377
85,496,CountingMap (1/4),379
159,499,CountingMap (4/4),377
46,513,CountingMap (2/4),379
49,500,CountingMap (1/4),381
53,503,CountingMap (4/4),379
153,498,CountingMap (3/4),379
134,501,CountingMap (2/4),381
87,505,CountingMap (2/4),383
97,516,CountingMap (1/4),383
106,503,CountingMap (4/4),381
121,506,CountingMap (3/4),381
81,518,CountingMap (3/4),383
159,507,CountingMap (4/4),383
46,521,CountingMap (2/4),385
186,504,CountingMap (1/4),385
169,506,CountingMap (3/4),385
37,512,CountingMap (1/4),387
118,523,CountingMap (4/4),385
135,509,CountingMap (2/4),387
87,513,CountingMap (2/4),389
98,524,CountingMap (1/4),389
106,511,CountingMap (4/4),387
121,514,CountingMap (3/4),387
81,526,CountingMap (3/4),389
158,515,CountingMap (4/4),389
46,529,CountingMap (2/4),391
186,512,CountingMap (1/4),391
168,514,CountingMap (3/4),391
38,520,CountingMap (1/4),393
120,531,CountingMap (4/4),391
133,517,CountingMap (2/4),393
86,521,CountingMap (2/4),395
98,532,CountingMap (1/4),395
91,519,CountingMap (4/4),393
97,522,CountingMap (3/4),393
59,534,CountingMap (3/4),395
38,524,CountingMap (1/4),397
119,535,CountingMap (4/4),395
45,537,CountingMap (2/4),397
167,522,CountingMap (3/4),397
37,528,CountingMap (1/4),399
119,539,CountingMap (4/4),397
132,525,CountingMap (2/4),399
85,529,CountingMap (2/4),401
97,540,CountingMap (1/4),401
107,527,CountingMap (4/4),399
119,530,CountingMap (3/4),399
79,542,CountingMap (3/4),401
161,531,CountingMap (4/4),401
44,545,CountingMap (2/4),403
185,528,CountingMap (1/4),403
166,530,CountingMap (3/4),403
38,536,CountingMap (1/4),405
120,547,CountingMap (4/4),403
132,533,CountingMap (2/4),405
85,537,CountingMap (2/4),407
98,548,CountingMap (1/4),407
109,535,CountingMap (4/4),405
119,538,CountingMap (3/4),405
78,550,CountingMap (3/4),407
161,539,CountingMap (4/4),407
42,553,CountingMap (2/4),409
185,536,CountingMap (1/4),409
142,538,CountingMap (3/4),409
42,540,CountingMap (1/4),411
48,543,CountingMap (4/4),409
131,541,CountingMap (2/4),411
84,545,CountingMap (2/4),413
97,556,CountingMap (1/4),413
108,543,CountingMap (4/4),411
118,546,CountingMap (3/4),411
162,547,CountingMap (4/4),413
178,558,CountingMap (3/4),413
43,561,CountingMap (2/4),415
186,544,CountingMap (1/4),415
167,546,CountingMap (3/4),415
38,552,CountingMap (1/4),417
120,563,CountingMap (4/4),415
133,549,CountingMap (2/4),417
98,564,CountingMap (1/4),419
108,551,CountingMap (4/4),417
118,554,CountingMap (3/4),417
185,553,CountingMap (2/4),419
162,555,CountingMap (4/4),419
179,566,CountingMap (3/4),419
44,569,CountingMap (2/4),421
186,552,CountingMap (1/4),421
166,554,CountingMap (3/4),421
39,560,CountingMap (1/4),423
122,571,CountingMap (4/4),421
133,557,CountingMap (2/4),423
86,561,CountingMap (2/4),425
98,572,CountingMap (1/4),425
88,562,CountingMap (3/4),423
47,574,CountingMap (3/4),425
87,559,CountingMap (4/4),423
39,564,CountingMap (1/4),427
121,575,CountingMap (4/4),425
46,577,CountingMap (2/4),427
166,562,CountingMap (3/4),427
39,568,CountingMap (1/4),429
121,579,CountingMap (4/4),427
133,565,CountingMap (2/4),429
98,580,CountingMap (1/4),431
109,567,CountingMap (4/4),429
119,570,CountingMap (3/4),429
187,569,CountingMap (2/4),431
163,571,CountingMap (4/4),431
179,582,CountingMap (3/4),431
46,585,CountingMap (2/4),433
187,568,CountingMap (1/4),433
167,570,CountingMap (3/4),433
40,576,CountingMap (1/4),435
122,587,CountingMap (4/4),433
135,573,CountingMap (2/4),435
99,588,CountingMap (1/4),437
110,575,CountingMap (4/4),435
120,578,CountingMap (3/4),435
188,577,CountingMap (2/4),437
